sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Utility 1;Utility 2;Utility 3;Utility 4;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;Profile 1;Profile 2;Profile 3;Profile 4
28.656;992;;1000rounds;Yes;No;4;0.26694;0.98809;0.00000;0.62212;2.77464;Agent2@100;Agent2@101;Agent2@102;Agent1@103;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
28.886;992;;1000rounds;Yes;No;4;0.30792;0.94048;0.00000;0.57570;2.78752;Agent3@108;Agent2@109;Agent2@110;Agent1@111;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
22.448;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;RandomBidderExample@118;Agent2@119;Agent2@120;Agent1@121;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
22.360;992;;1000rounds;Yes;No;4;0.26694;0.98809;0.00000;0.62212;2.77464;Agent1@122;Agent3@123;Agent2@124;Agent1@125;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;0.7466666666666667;0.26693704881905567;0.7729420322375361;0.9880943500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
29.684;992;;1000rounds;Yes;No;4;0.46466;0.96428;0.00000;0.44422;2.93902;Agent2@136;Agent3@137;Agent2@138;Agent1@139;0.7216666666666667;0.46465791148211794;0.7884131566529866;0.9642848500000001;0.7216666666666667;0.46465791148211794;0.7884131566529866;0.9642848500000001;0.7216666666666667;0.46465791148211794;0.7884131566529866;0.9642848500000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
29.441;992;;1000rounds;Yes;No;4;0.30792;0.94048;0.00000;0.57570;2.78752;Agent3@148;Agent3@149;Agent2@150;Agent1@151;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;0.7341666666666667;0.3079224530761414;0.8049598493904403;0.94047535;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
24.633;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;RandomBidderExample@152;Agent3@153;Agent2@154;Agent1@155;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.577;992;;1000rounds;Yes;No;4;0.42915;0.94048;0.00000;0.45089;2.91367;Agent1@158;RandomBidderExample@159;Agent2@160;Agent1@161;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;0.8958333333333334;0.4291528300621356;0.6482067331217174;0.94047535;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
22.454;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;Agent2@162;RandomBidderExample@163;Agent2@164;Agent1@165;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
22.852;992;;1000rounds;Yes;No;4;0.21444;0.89286;0.06885;0.69672;2.53617;Agent3@166;RandomBidderExample@167;Agent2@168;Agent1@169;0.5883333333333333;0.21443605261932142;0.8405454281228829;0.8928563;0.5883333333333333;0.21443605261932142;0.8405454281228829;0.8928563;0.5883333333333333;0.21443605261932142;0.8405454281228829;0.8928563;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
16.651;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;RandomBidderExample@172;RandomBidderExample@173;Agent2@174;Agent1@175;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
17.678;992;;1000rounds;Yes;No;4;0.17972;0.96428;0.00000;0.74223;2.61020;Agent1@176;Agent1@177;Agent3@178;Agent1@179;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
24.441;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;Agent2@180;Agent1@181;Agent3@182;Agent1@183;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
29.739;992;;1000rounds;Yes;No;4;0.36097;0.97619;0.00000;0.61413;2.79292;Agent3@186;Agent1@187;Agent3@188;Agent1@189;0.5666666666666667;0.3609668810394907;0.8890967632798443;0.976189575;0.5666666666666667;0.3609668810394907;0.8890967632798443;0.976189575;0.5666666666666667;0.3609668810394907;0.8890967632798443;0.976189575;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
19.651;992;;1000rounds;Yes;No;4;0.28341;0.97619;0.00000;0.60579;2.77445;RandomBidderExample@192;Agent1@193;Agent3@194;Agent1@195;0.7341666666666667;0.2834137873743109;0.7806775944452613;0.9761896000000001;0.7341666666666667;0.2834137873743109;0.7806775944452613;0.9761896000000001;0.7341666666666667;0.2834137873743109;0.7806775944452613;0.9761896000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
25.010;992;;1000rounds;Yes;No;4;0.44818;1.00000;0.00000;0.47954;2.95736;Agent1@200;Agent2@201;Agent3@202;Agent1@203;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;0.7091666666666666;0.4481811729268628;0.8000164999645744;0.9999991;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
37.320;992;;1000rounds;Yes;No;4;0.29145;0.95238;0.00000;0.59115;2.78772;Agent2@206;Agent2@207;Agent3@208;Agent1@209;0.7466666666666667;0.2914457145208862;0.7972242871827151;0.9523801000000001;0.7466666666666667;0.2914457145208862;0.7972242871827151;0.9523801000000001;0.7466666666666667;0.2914457145208862;0.7972242871827151;0.9523801000000001;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
42.469;992;;1000rounds;Yes;No;4;0.17972;0.96428;0.00000;0.74223;2.61020;Agent3@212;Agent2@213;Agent3@214;Agent1@215;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;0.6041666666666666;0.17972275693168355;0.8620222955528061;0.964284825;party1_utility.xml;party2_utility.xml;party3_utility.xml;party4_utility.xml
