sep=;
Run time (s);Round;Exception;deadline;Agreement;Discounted;#agreeing;min.util.;max.util.;Dist. to Pareto;Dist. to Nash;Social Welfare;Agent 1;Agent 2;Agent 3;Agent 4;Agent 5;Agent 6;Utility 1;Utility 2;Utility 3;Utility 4;Utility 5;Utility 6;Disc. Util. 1;Disc. Util. 2;Disc. Util. 3;Disc. Util. 4;Disc. Util. 5;Disc. Util. 6;Perceived. Util. 1;Perceived. Util. 2;Perceived. Util. 3;Perceived. Util. 4;Perceived. Util. 5;Perceived. Util. 6;Profile 1;Profile 2;Profile 3;Profile 4;Profile 5;Profile 6
1.901;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@62;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@63;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@64;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@65;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@66;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
1.973;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@68;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@69;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@70;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@71;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@72;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
1.863;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@74;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@75;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@76;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@77;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@78;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.096;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@80;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@81;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@82;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@83;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@84;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.382;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@86;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@87;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@88;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@89;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@90;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@91;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.045;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@92;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@93;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@94;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@95;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@96;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.071;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@98;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@99;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@100;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@101;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@102;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.488;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@104;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@105;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@106;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@107;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@108;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.567;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@110;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@111;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@112;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@113;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@114;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
1.995;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@116;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@117;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@118;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@119;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@120;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@121;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
2.803;61;;60rounds;No;No;1;0.00000;0.00000;1.37751;2.04388;0.00000;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@124;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@125;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@126;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@127;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering1-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@128;boa-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Offering2-negotiator.boaframework.acceptanceconditions.other.AC_Next_b_a-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Model1_l-C..Users.takum.IdeaProjects.SAIL.out.production.SAIL.boacomponents.Strategy1_t@129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;party4_utility.xml;party5_utility.xml;party6_utility.xml;party7_utility.xml;party8_utility.xml;party9_utility.xml
